code,nom_de_l_etablissement,nb_mentions_ab_g,nb_mentions_b_g,nb_mentions_tb_g,nombre_eleves_segpa,nombre_eleves_ulis
0511476C,COLLEGE GISELE PROBST,14,38,21,0,12
0770003K,COLLEGE JEAN ROSTAND,30,26,27,0,0
0360028K,COLLEGE CONDORCET,21,15,14,0,0
0211162Z,COLLEGE GASTON BACHELARD,7,11,10,59,18
0762227H,COLLEGE LA BELLE ETOILE,30,34,51,57,0
0370745J,COLLEGE PRIVE CHRIST ROI N DAME DES AILES,34,32,27,0,0
0350057X,COLLEGE JACQUES PREVERT,26,25,46,0,0
0780112Y,COLLEGE LE PRIEURE,13,19,58,0,0
0110003U,COLLEGE DE L'ALARIC,15,18,16,0,0
0221749G,COLLEGE PRIVE NOTRE DAME DE CAMPOSTAL,11,13,17,0,7
0440207L,COLLEGE PRIVE ST RAPHAEL,10,6,5,0,0
0620014D,COLLEGE DENIS DIDEROT,31,25,46,46,7
0870960W,COLLEGE FIRMIN ROZ,15,14,16,0,12
0771661M,COLLEGE JEAN CAMPIN,29,30,32,56,11
0711449P,COLLEGE HENRI VINCENOT,30,47,26,71,12
0470005A,COLLEGE JASMIN-LES-ILES,38,39,38,0,0
0850148Z,COLLEGE PIERRE MAUGER,24,30,32,0,11
0133397X,COLLEGE PRIVE CHESNERAIE (DE LA),11,43,40,0,0
0931184G,COLLEGE JEAN MOULIN,27,23,32,56,0
0572923T,COLLEGE PRIVE ST ETIENNE,34,20,11,0,0
0080035V,COLLEGE ARTHUR RIMBAUD,12,27,28,0,0
0021494N,COLLEGE PAUL ELUARD,23,27,23,39,8
0332806W,COLLEGE PRIVE LE MIRAIL,19,13,15,0,14
0511472Y,COLLEGE LOUIS GRIGNON,13,22,29,57,12
0440534S,COLLEGE SALVADOR ALLENDE,14,21,24,60,13
0601158H,COLLEGE PRIVE NOTRE DAME,11,19,32,0,0
0771172F,COLLEGE ALBERT CAMUS,25,21,18,53,0
0442417N,COLLEGE LES SABLES D'OR,18,53,36,0,12
0132785G,COLLEGE ROSA PARKS,25,10,12,0,15
0921589C,COLLEGE EVARISTE GALOIS,34,23,11,0,0
9740035V,COLLEGE CELIMENE GAUDIEUX,42,26,18,126,8
0382110M,COLLEGE LE GRAND CHAMP,35,39,16,57,15
0590200X,COLLEGE ROBESPIERRE,25,17,12,0,0
0692335N,COLLEGE EVARISTE GALOIS,23,25,56,48,13
0810037A,COLLEGE LEON GAMBETTA,27,35,29,0,14
0400103V,COLLEGE LUBET BARBON,30,32,35,109,10
0171215D,COLLEGE PERTUIS D ANTIOCHE,17,14,24,0,0
0951051B,COLLEGE MARCEL PAGNOL,28,27,22,0,0
0501702D,COLLEGE PRIVE SAINT PAUL,16,27,57,0,11
0330105K,COLLEGE CHAMP D EYMET,9,5,4,0,0
0441929H,COLLEGE PRIVE ST JOSEPH,39,49,43,0,12
0561401U,COLLEGE PRIVE ST FELIX,34,34,38,0,22
0641655B,COLLEGE PRIVE LE BEAU RAMEAU,9,9,15,47,0
0290304Y,COLLEGE PRIVE NOTRE DAME DE PENHORS,12,18,26,0,0
0190613N,COLLEGE VICTOR HUGO,24,33,28,69,13
0132497U,COLLEGE CARRAIRE (LA),25,19,10,0,0
9740595D,COLLEGE JULES REYDELLET,19,18,7,0,12
0860027M,COLLEGE GEORGES DAVID,23,26,13,0,0
0133788X,COLLEGE JEAN CLAUDE IZZO,21,13,12,0,13
0421677V,COLLEGE CLAUDE FAURIEL,19,19,28,0,0
0650019T,COLLEGE JEAN JAURES,13,12,9,0,11
0762563Y,COLLEGE PRIVE FENELON,45,63,39,0,0
0870037T,COLLEGE SIMONE VEIL,17,12,19,0,0
0631161V,COLLEGE ANATOLE FRANCE,27,14,27,59,21
0421741P,COLLEGE PRIVE TEZENAS DU MONTCEL,33,18,11,0,13
0230010L,COLLEGE JEAN ZAY,11,11,11,0,0
0851195M,"COLLEGE F,ET I,JOLIOT-CURIE",17,9,8,0,0
0941102M,COLLEGE CLEMENT GUYARD,14,25,29,0,12
0622907Y,COLLEGE DE LA MORINIE,17,8,5,46,13
0681126E,COLLEGE MARCEL PAGNOL,26,18,15,71,7
0601605U,COLLEGE PAUL ELUARD,37,35,15,0,12
0060681H,COLLEGE PRIVE SAINT JOSEPH,9,22,29,0,0
0132914X,COLLEGE PRIVE CLUNY,31,51,95,0,10
0752534X,COLLEGE LAMARTINE,11,17,57,0,11
0693287Y,COLLEGE PAUL D'AUBAREDE,20,18,30,0,0
0623314R,COLLEGE SIMONE SIGNORET,14,23,19,0,0
0622799F,COLLEGE LEO LAGRANGE,9,22,20,50,13
0761739C,COLLEGE DESCARTES,17,12,10,63,0
0160075V,COLLEGE PRIVE SAINT-PIERRE,4,11,15,0,0
0560029C,COLLEGE AUGUSTE BRIZEUX,22,39,50,0,0
0931225B,COLLEGE JOLIOT CURIE,22,15,11,0,13
0752550P,COLLEGE JEAN DE LA FONTAINE,23,39,101,0,0
0590058T,COLLEGE PAUL LANGEVIN,21,16,13,0,0
0300101X,COLLEGE PRIVE MAINTENON,7,21,47,0,0
0570318L,COLLEGE JEAN MOULIN,18,19,17,0,0
0560020T,COLLEGE MAX JACOB,9,17,5,35,0
0592714E,COLLEGE MENDES-FRANCE,15,11,7,49,13
0640062V,COLLEGE JEAN BOUZET,14,20,12,0,0
0950760K,COLLEGE PRIVE SAINT STANISLAS,30,38,55,0,0
0851620Z,COLLEGE STEPHANE PIOBETTA,28,26,25,0,11
0840760V,COLLEGE JEAN HENRI FABRE,17,26,23,0,15
0511327R,COLLEGE TERRES ROUGES,24,16,26,58,12
0710033A,COLLEGE ROGER BOYER,16,19,22,0,0
0360496U,COLLEGE BEAULIEU,28,26,25,0,10
0830925E,COLLEGE JEAN L'HERMINIER,45,38,48,0,12
0790060L,COLLEGE PRIVE SAINT JOSEPH,4,17,6,0,0
0681322T,COLLEGE JEAN MERMOZ,8,22,9,0,7
9740574F,COLLEGE PAUL HERMANN,34,21,26,123,16
0750591K,COLLEGE HENRI MATISSE,12,25,48,0,9
0771217E,COLLEGE PRIVE CAMPUS SAINTE THERESE,22,71,128,0,0
0190635M,COLLEGE JEAN MOULIN,16,16,10,62,13
0672303P,"COLLEGE PRIVE INSTIT,LA DOCTRINE CHRETIENNE",9,34,39,0,0
0311325X,COLLEGE VOLTAIRE,7,11,11,65,0
0370793L,COLLEGE ALBERT CAMUS,26,32,39,0,11
0681448E,COLLEGE GEORGES MARTELOT,20,18,34,0,0
0752526N,COLLEGE HENRI IV,4,17,142,0,0
0190723H,COLLEGE GEORGES CABANIS,27,23,35,0,0
0050519M,COLLEGE GARCINS (LES),11,20,40,50,11
0442625P,COLLEGE OLYMPE DE GOUGES,34,46,56,0,11
0451035F,COLLEGE LOUIS PASTEUR,27,23,31,0,23
0030838V,COLLEGE EMILE GUILLAUMIN,20,18,25,118,0
0952205F,COLLEGE ISABELLE AUTISSIER,27,18,27,0,0
9720684L,COLLEGE TERREVILLE,13,14,13,0,0
0400075P,COLLEGE PRIVE STE THERESE,14,19,9,0,0
0910045E,COLLEGE CHARLES PEGUY,15,26,49,0,0
0382044R,COLLEGE PABLO PICASSO,28,11,15,0,12
0590151U,COLLEGE ERNEST COUTELLE,16,13,13,0,11
0290033D,COLLEGE COAT-MEZ,28,24,46,0,12
0190720E,COLLEGE ANNA DE NOAILLES,46,47,15,0,0
0131385K,COLLEGE PRIVE ST EUGENE DE MAZENOD,7,23,57,0,0
0851144G,COLLEGE MOLIERE,9,9,16,0,0
0660648W,COLLEGE LA COTE RADIEUSE,48,42,55,0,11
0623573X,COLLEGE PRIVE NAZARETH,23,31,52,0,0
0942434K,COLLEGE JOSETTE ET MAURICE AUDIN,23,16,19,0,12
0400727Y,COLLEGE JEAN MARIE LONNE,22,19,34,57,17
9740548C,COLLEGE EDMOND ALBIUS,37,31,27,0,13
0572176F,COLLEGE LOUIS PASTEUR,17,25,19,43,13
0950752B,COLLEGE PRIVE SAINTE THERESE,19,35,35,0,0
0622109F,COLLEGE PRIVE JEANNE D'ARC,13,20,61,0,0
0500078N,COLLEGE RAYMOND QUENEAU,17,13,22,0,0
0670106B,COLLEGE DU GRAND RIED,29,23,32,0,0
0595328W,COLLEGE SIMONE DE BEAUVOIR,14,19,21,53,0
0831657A,COLLEGE DES SEIZE FONTAINES,26,45,49,0,0
0251130T,COLLEGE JEAN-JACQUES ROUSSEAU,27,27,38,63,7
0301246S,COLLEGE LA GARDONNENQUE,43,42,55,0,0
0870007K,COLLEGE PIERRE DESPROGES,15,11,8,0,0
9740651P,COLLEGE AUGUSTE LACAUSSADE,13,17,25,53,10
0290107J,COLLEGE JULES FERRY,23,35,11,0,23
0950945L,COLLEGE LE CARRE STE HONORINE,24,23,42,54,0
0511178D,COLLEGE PRIVE SAINT ANDRE,26,44,55,0,11
0060083H,COLLEGE FERSEN,28,44,29,0,10
0260029R,COLLEGE FERNAND BERTHON,23,25,13,0,0
0831645M,COLLEGE PIERRE GASSENDI,38,38,40,0,0
0760116N,COLLEGE EUGENE DELACROIX,15,16,11,0,0
0500003G,COLLEGE CHALLEMEL LACOUR,17,30,31,0,15
0311265G,COLLEGE ROSA PARKS,20,14,21,62,0
0171184V,COLLEGE EUGENE FROMENTIN,40,64,81,0,12
0590150T,COLLEGE GUILLAUME BUDE,21,10,37,0,11
0631730N,COLLEGE PRIVE SAINTE THECLE,18,36,38,0,0
0421038A,COLLEGE PRIVE LES CHARTREUX-SAINTE FAMILLE,4,16,28,0,0
0421032U,COLLEGE PRIVE VICTOR DE LAPRADE,30,44,31,0,13
0312611V,COLLEGE JACQUELINE AURIOL,40,41,55,0,0
0890017K,COLLEGE PAUL FOURREY,26,13,9,0,0
0692694D,COLLEGE ANTOINE DE SAINT-EXUPERY,9,15,42,0,12
9741366S,COLLEGE GUY  MOQUET,31,28,25,0,12
0861447F,COLLEGE PRIVE ENSEMBLE SCOLAIRE SAINT JACQUE,33,23,14,0,0
0572019K,COLLEGE DU JUSTEMONT,19,28,39,0,0
0370743G,COLLEGE PRIVE SAINTE JEANNE D ARC,18,19,24,0,0
0070060C,COLLEGE PRIVE SACRE COEUR,47,55,52,0,0
0120018E,COLLEGE JEAN AMANS,21,24,29,0,12
0601449Z,COLLEGE JULES MICHELET,17,27,19,59,14
0070890E,COLLEGE DOCTEUR PIERRE DELARBRE,12,18,21,0,0
0331622J,COLLEGE FONTAINES DE MONJOUS,24,49,64,0,0
0332704K,COLLEGE D'ARSAC,37,49,47,0,0
0310022F,COLLEGE STELLA BLANDY,23,19,24,0,0
0593494C,COLLEGE BORIS VIAN,13,10,11,55,12
0741096P,COLLEGE JACQUES PREVERT,27,38,32,0,26
0671828Y,COLLEGE LOUIS ARBOGAST,23,37,48,0,13
0330064R,COLLEGE ALIENOR D AQUITAINE,20,17,22,0,14
0640007K,COLLEGE D'OSSAU,10,19,16,0,0
0620219B,COLLEGE DANIELLE DARRAS RIAUMONT,18,15,10,56,12
0752196E,COLLEGE MARX DORMOY,21,14,34,51,0
0681930D,COLLEGE IRENE JOLIOT CURIE,27,23,24,0,0
0771517F,COLLEGE FRANCOIS VILLON,74,52,58,0,0
0171056F,COLLEGE EDOUARD GRIMAUX,35,32,47,0,26
0132565T,COLLEGE JACQUES MONOD,33,54,53,0,0
0221594N,COLLEGE FRANCOIS LORANT,20,17,21,0,0
0050480V,COLLEGE FONTREYNE (DE),22,26,37,54,11
0920936T,COLLEGE PRIVE SAINTE JEANNE D ARC,11,7,12,0,0
0130158B,COLLEGE RENE SEYSSAUD,23,22,34,0,0
9730145V,COLLEGE ELIE CASTOR,13,7,6,31,8
9710073C,COLLEGE SADI CARNOT,17,15,13,0,29
0660431K,COLLEGE LE RIBERAL,30,50,55,62,14
0595175E,COLLEGE FENELON,32,13,21,0,8
0781108F,COLLEGE RENE CASSIN,7,8,5,36,0
0010018P,COLLEGE DU REVERMONT,25,29,42,0,10
0601192V,COLLEGE SONIA DELAUNAY,17,20,46,46,13
9740084Y,COLLEGE RAYMOND VERGES,18,31,40,0,12
0771173G,COLLEGE HENRI IV,44,30,49,0,0
0400043E,COLLEGE PIERRE BLANQUIE,20,24,33,0,12
0382428H,COLLEGE LE SAVOURET,29,25,22,64,14
0721364S,COLLEGE GEORGES DESNOS,31,27,40,62,11
0460565P,COLLEGE LA GARENNE,13,16,25,0,0
0921244C,COLLEGE DE SEVRES,31,51,100,0,0
0641232S,COLLEGE D'AMIKUZE,8,15,20,0,12
0911396Y,COLLEGE GEORGES POMPIDOU,22,27,40,58,0
0771342R,COLLEGE FERNAND GREGH,28,19,31,50,11
0160015E,COLLEGE THEODORE RANCY,12,7,6,0,0
0762093M,COLLEGE EDOUARD BRANLY,36,6,19,60,12
0850149A,COLLEGE PAUL LANGEVIN,24,13,14,50,0
0932726H,COLLEGE MIRIAM MAKEBA,24,26,15,0,9
0840114T,COLLEGE FRANCOIS RASPAIL,37,28,37,90,15
0694185Z,COLLEGE PRIVE AL KINDI,5,23,24,0,0
0880045W,COLLEGE ALPHONSE CYTERE,15,20,29,0,17
0590068D,COLLEGE JULES FERRY,17,48,31,0,16
0620180J,COLLEGE LEON BLUM,29,30,12,59,12
0890022R,COLLEGE DE  PUISAYE,19,15,28,0,12
0440287Y,COLLEGE LE HERAULT,15,22,33,0,12
0390823H,COLLEGE DES VERNAUX MARIUS DAUBIGNEY,23,21,10,0,0
0671601B,COLLEGE DU KLOSTERWALD,20,24,48,0,0
0830003C,COLLEGE RAIMU,14,13,21,41,11
0440283U,COLLEGE LIBERTAIRE RUTIGLIANO,15,16,20,48,0
0801373H,COLLEGE JULES VERNE,33,29,57,41,13
0190014M,COLLEGE JEAN LURCAT,41,22,36,118,14
0590157A,COLLEGE SAINT EXUPERY,19,23,20,0,0
0312307P,COLLEGE LEONARD DE VINCI,20,46,72,0,16
0400003L,COLLEGE DU PAYS DES LUYS,7,12,15,0,0
0931433C,COLLEGE DESCARTES,35,17,28,56,0
0593120W,COLLEGE PRIVE DE LA SALLE,14,31,38,34,0
0030017C,COLLEGE JOSEPH HENNEQUIN,25,26,20,0,9
0500014U,COLLEGE ANNE HEURGON-DESJARDINS,5,14,10,0,0
0580036Z,COLLEGE ACHILLE MILLIEN,5,10,7,0,0
9740022F,COLLEGE ADRIEN CERNEAU,22,19,21,0,15
0021661V,COLLEGE VILLARD DE HONNECOURT,14,13,18,0,0
0540112D,COLLEGE JACQUES MARQUETTE,17,31,35,0,11
0332982M,COLLEGE VAL DES PINS,21,36,34,0,14
0491083L,COLLEGE PRIVE LA MADELEINE LA RETRAITE,34,53,70,0,0
0550050F,COLLEGE PRIVE SAINT JEAN DE GLORIEUX,14,24,37,0,0
0291655S,COLLEGE PRIVE ST CHARLES,23,21,26,0,0
0680132Z,COLLEGE PRIVE INSTITUTION SAINT JEAN,6,45,33,0,11
9740044E,COLLEGE THERESIEN CADET,16,15,20,0,12
0600028E,COLLEGE LOUIS BOULAND,29,34,25,0,0
0741666J,COLLEGE THEODORE MONOD,22,19,25,111,14
0740024Z,COLLEGE VAL DES USSES,25,26,49,0,0
0380059H,COLLEGE ROSE VALLAND,36,46,35,0,0
0672193V,COLLEGE DE LA SOUFFEL,19,36,62,0,11
0300050S,COLLEGE LA GARRIGUETTE,34,31,28,45,11
0941299B,COLLEGE PAUL VAILLANT-COUTURIER,35,40,46,59,0
0530804L,COLLEGE LOUIS LAUNAY,16,11,16,0,0
0440423W,COLLEGE PRIVE ST JOSEPH,21,41,12,0,0
0132634T,COLLEGE ANDRE MALRAUX,38,25,35,0,12
0080035V,COLLEGE ARTHUR RIMBAUD,9,11,31,0,0
0921020J,COLLEGE PRIVE SAINT-JOSEPH,9,12,12,0,0
0501704F,COLLEGE PRIVE NOTRE DAME DE LA PROVIDENCE,25,32,37,0,0
0910773W,COLLEGE LE SAUSSAY,31,26,51,0,10
0610023U,COLLEGE SEVIGNE,31,31,40,0,8
0371204H,COLLEGE GEORGES BRASSENS,25,38,35,0,0
0610740Y,COLLEGE PAUL HAREL,14,8,11,0,0
0570026U,COLLEGE PAUL VERLAINE,15,17,18,0,0
0772601J,COLLEGE PRIVE MAURICE RONDEAU,6,24,54,0,0
0530803K,COLLEGE VICTOR HUGO,7,9,12,0,0
0801264P,COLLEGE ROSA PARKS,14,14,6,52,14
0441930J,COLLEGE PRIVE ST JOSEPH,27,75,54,57,0
0560802T,COLLEGE CHARLES DE GAULLE,18,44,43,0,10
0561332U,COLLEGE ROMAIN ROLLAND,18,27,31,79,12
0140079K,COLLEGE JEAN VILAR,15,13,10,0,0
0850092N,COLLEGE PRIVE ST MARTIN,13,28,25,0,0
0370013N,COLLEGE ANDRE DUCHESNE,7,8,5,0,0
0280680M,COLLEGE PRIVE NOTRE DAME,24,20,17,0,0
0560173J,COLLEGE PRIVE STE MARIE,13,17,8,0,0
9730237V,COLLEGE VICTOR SCHOELCHER,24,18,19,0,23
0690007H,COLLEGE EMILE ZOLA,26,34,47,55,13
0141135H,COLLEGE JULES MICHELET,43,22,13,72,0
0790013K,COLLEGE LEO DESAIVRE,15,15,28,0,0
0790030D,COLLEGE LE MARCHIOUX,18,14,22,0,12
9710406P,COLLEGE GERMAIN SAINT-RUF,27,18,12,59,33
0781511U,COLLEGE LA MARE AUX SAULES,19,30,23,0,12
0331435F,COLLEGE LES EYQUEMS,44,41,65,0,0
0721226S,COLLEGE LES QUATRE-VENTS,15,12,10,0,0
0595190W,COLLEGE GAYANT,12,9,9,28,0
0762177D,COLLEGE LA HETRAIE,7,15,22,0,0
0941781A,COLLEGE HENRI WALLON,44,35,35,0,0
0030081X,COLLEGE PRIVE SAINT BENOIT,9,10,11,0,0
0710061F,COLLEGE RENE CASSIN,22,24,29,0,14
0850114M,COLLEGE PRIVE ST LOUIS,30,40,84,0,0
0400042D,COLLEGE JEAN ROSTAND,21,22,48,0,12
0951992Z,COLLEGE LOUIS AUGUSTIN BOSC,26,30,33,0,0
0020016G,COLLEGE DE LA FAYE,20,8,13,0,0
0780656P,COLLEGE BENJAMIN FRANKLIN,25,35,23,0,11
0820823Z,COLLEGE JEAN-JACQUES ROUSSEAU,29,29,38,0,14
0931709C,COLLEGE HENRI WALLON,24,9,24,0,0
0360719L,COLLEGE LES MENIGOUTTES,10,14,22,34,12
0061925K,COLLEGE NIKI DE SAINT PHALLE,10,33,157,0,0
0593240B,COLLEGE GAMBETTA,30,37,56,48,14
0623322Z,COLLEGE ANNE FRANK,20,27,44,0,0
0623115Z,COLLEGE PAUL ELUARD,29,28,35,31,13
0290064M,COLLEGE RENE LAENNEC,37,54,63,43,0
0911253T,COLLEGE PABLO NERUDA,31,23,25,0,0
9720019N,COLLEGE PAUL SYMPHOR,16,14,9,0,0
0950887Y,COLLEGE GABRIEL PERI,39,32,30,0,12
0560129L,COLLEGE PRIVE STE MARIE,22,39,42,0,0
0370044X,COLLEGE ANATOLE FRANCE,15,23,25,0,12
0940101Z,COLLEGE ANTOINE DE SAINT EXUPERY,16,24,35,0,0
0920883K,COLLEGE CLAUDE-NICOLAS LEDOUX,22,21,25,0,0
0851293U,COLLEGE PRIVE ST GABRIEL ST MICHEL,29,50,50,0,0
0090012P,COLLEGE GASTON FEBUS,11,20,15,0,12
0851160Z,COLLEGE PRIVE ANTOINE DE ST EXUPERY,41,58,49,0,11
0101031S,COLLEGE EUREKA,28,32,45,42,6
0622806N,COLLEGE MAXENCE VAN DER MEERSCH,15,17,27,0,7
0040524Y,COLLEGE PIERRE GIRARDOT,32,31,35,0,11
0850125Z,COLLEGE PRIVE ST NICOLAS,28,16,17,0,0
0160864C,COLLEGE CLAUDE BOUCHER,20,17,15,53,0
0010041P,COLLEGE VAUGELAS,40,61,65,76,11
0340907B,COLLEGE PRIVE SAINTE-MARTHE,10,16,17,0,0
0350869E,COLLEGE PRIVE STE MARIE,3,10,20,0,0
0572025S,COLLEGE JEAN MARIE PELT,27,31,42,0,0
0762125X,COLLEGE JEAN COCTEAU,22,30,42,0,0
0911940P,COLLEGE EMILE AUVRAY,30,26,30,0,15
0081096Y,COLLEGE DE L'ARGONNE,7,10,8,0,0
0421569C,COLLEGE ARISTIDE BRIAND,12,22,11,0,13
0601297J,COLLEGE LOUIS PASTEUR,22,19,17,105,12
0081097Z,COLLEGE PAUL DROUOT,10,12,27,39,8
0380001V,COLLEGE MARCEL BOUVIER,23,28,39,0,14
0251053J,COLLEGE PRIVE SAINT JOSEPH,17,24,11,0,0
0133196D,COLLEGE SIMONE DE BEAUVOIR,29,29,66,0,10
0950023J,COLLEGE HENRI WALLON,32,30,21,45,12
0680144M,COLLEGE PRIVE INSTITUTION CHAMPAGNAT,38,70,76,0,0
0290039K,COLLEGE ROZ AVEL,11,10,11,0,0
0740274W,COLLEGE BEAUREGARD,36,39,38,0,10
0752534X,COLLEGE LAMARTINE,10,24,53,0,11
0681448E,COLLEGE GEORGES MARTELOT,20,24,32,0,0
0691799F,COLLEGE LOUIS ARAGON,41,23,9,52,10
0490863X,COLLEGE PRIVE ST JOSEPH,30,28,25,0,0
0951993A,COLLEGE MARTIN LUTHER KING,25,27,19,0,12
0490881S,COLLEGE PRIVE ST JEAN,27,22,11,0,0
0622791X,COLLEGE VICTOR HUGO,21,19,21,59,11
0760118R,COLLEGE ALBERT CAMUS,40,37,37,61,13
9741262D,COLLEGE LA CHATOIRE,28,35,43,0,11
0370993D,COLLEGE VAL DE L INDRE,31,38,40,0,0
0610745D,COLLEGE MOLIERE,15,16,22,77,12
0490857R,COLLEGE PRIVE ST FRANCOIS,29,41,25,0,0
0771222K,COLLEGE PRIVE SAINTE CELINE,32,25,37,0,0
0595384G,COLLEGE PRIVE SAINTE THERESE,16,15,19,0,0
0061400P,COLLEGE LUDOVIC BREA,26,40,18,0,13
0341424N,COLLEGE LOUISE MICHEL,28,38,33,0,11
0530007V,COLLEGE PAUL LANGEVIN,10,15,14,62,23
0490026M,COLLEGE MARYSE BASTIE,18,19,9,0,0
0451660K,COLLEGE VAL DE LOIRE,26,19,36,0,12
0570128E,COLLEGE JEAN BAUCHEZ,22,28,47,0,8
0572811W,COLLEGE CHARLEMAGNE,21,32,23,0,0
0261135T,COLLEGE PRIVE CHABRILLAN ST JEAN-BAPTISTE,24,27,38,0,0
0640041X,COLLEGE RECTEUR JEAN SARRAILH,10,22,43,0,0
0080052N,COLLEGE CHARLES BRUNEAU,7,5,17,0,0
9710482X,COLLEGE JOSEPH PITAT,15,6,11,51,22
0810028R,COLLEGE LES PORTANELLES,9,16,17,0,0
0530804L,COLLEGE LOUIS LAUNAY,8,3,8,0,0
0594537L,COLLEGE JULES VERNE,10,20,15,0,11
0441940V,COLLEGE PRIVE ST DOMINIQUE,24,61,111,0,0
0672129A,COLLEGE LOUIS PASTEUR,39,27,28,0,0
0921180H,COLLEGE MASARYK,24,14,11,0,0
0771760V,COLLEGE MADAME DE LA FAYETTE,16,20,25,0,13
0762679Z,COLLEGE JACQUES BREL,10,15,6,41,12
0511432E,COLLEGE YVETTE LUNDY,23,22,20,0,0
0240011G,COLLEGE LEROI-GOURHAN,11,14,11,0,0
0240066S,COLLEGE SUZANNE LACORE,16,22,9,0,0
9720010D,COLLEGE FRANCOIS-AUGUSTE PERRINON,26,32,24,55,15
0010095Y,COLLEGE PRIVE SAINT JOSEPH,34,42,21,0,0
0280924C,COLLEGE PIERRE BROSSOLETTE,17,16,15,0,0
0592950L,COLLEGE PRIVE NOTRE-DAME,41,47,65,0,0
0010008D,COLLEGE SAINT-EXUPERY,47,41,29,55,21
0451330B,COLLEGE PRIVE SAINT LOUIS,14,10,5,0,0
0671740C,COLLEGE MARCEL PAGNOL,22,33,38,0,13
0271121X,COLLEGE JACQUES DAVIEL,6,9,18,0,0
0441933M,COLLEGE PRIVE EXTERNAT DES ENFANTS NANTAIS,21,76,86,42,0
0941942A,COLLEGE PRIVE OZAR HATORAH GARCONS,6,5,6,0,0
0783547G,COLLEGE INTERNATIONAL,8,22,120,0,0
0731306Y,COLLEGE JEAN MERMOZ,24,28,37,0,13
0382268J,COLLEGE LA MOULINIERE,19,27,38,50,0
0120021H,COLLEGE GEORGES ROUQUIER,20,20,20,0,0
0601293E,COLLEGE ROMAIN ROLLAND,38,17,37,0,13
0622428C,COLLEGE EDMOND ROSTAND,14,26,34,56,15
0261088S,COLLEGE ALAIN BORNE,23,22,38,0,0
0081104G,COLLEGE SIGNY L'ABBAYE,10,20,20,0,0
0671984T,COLLEGE OTFRIED,18,30,57,56,27
0520022S,COLLEGE JEAN RENOIR,6,20,15,0,0
0620136L,COLLEGE MAURICE PIQUET,15,20,25,0,0
0593231S,COLLEGE ALBERT SCHWEITZER,32,39,53,47,0
9720848P,COLLEGE MANDY FRANCOIS-ELIE (EX CLG PL,7,6,11,0,19
0910678T,COLLEGE JEAN MACE,30,26,18,0,0
0932652C,COLLEGE PRIVE PROTECTORAT SAINT JOSEPH,17,24,6,0,0
0672606U,COLLEGE REMBRANDT BUGATTI,24,44,51,68,10
0490853L,COLLEGE PRIVE ST VINCENT,32,40,38,0,0
0021490J,COLLEGE LOUISE MICHEL,15,22,16,75,0
0711252A,COLLEGE JORGE SEMPRUN,24,16,25,67,0
0851647D,COLLEGE GEORGES CLEMENCEAU,25,24,30,0,0
0601409F,COLLEGE JULES VALLES,29,48,42,0,13
0271119V,COLLEGE FERDINAND BUISSON,20,34,26,0,0
0670107C,COLLEGE KOCHERSBERG,27,26,63,0,0
9740702V,COLLEGE HUBERT DELISLE,21,28,22,123,17
0690510E,COLLEGE PRIVE DU SACRE COEUR,35,48,91,0,11
0490845C,COLLEGE PRIVE IMMACULEE CONCEPTION,17,8,11,0,0
0570038G,COLLEGE DE LA VALLEE DE LA BIEVRE,11,15,25,0,0
0561377T,COLLEGE PRIVE JEAN-PIERRE CALLOCH,34,43,33,0,0
0620024P,COLLEGE DU BREDENARDE,26,18,39,42,14
0261135T,COLLEGE PRIVE CHABRILLAN ST JEAN-BAPTISTE,23,38,50,0,0
0132327J,COLLEGE MIRAMARIS,14,17,14,86,0
0390025R,COLLEGE PIERRE VERNOTTE,17,9,14,0,9
0131322S,COLLEGE PRIVE ST CHARLES,22,44,45,0,0
0810092K,COLLEGE PRIVE PUYSEGUR,9,12,11,0,0
0620004T,COLLEGE DE L'EUROPE,34,30,40,0,0
0560153M,COLLEGE PRIVE STE THERESE,20,29,29,0,0
0560048Y,COLLEGE DE RHUYS,13,42,26,0,0
0941712A,COLLEGE PRIVE SAINTE THERESE,8,71,88,0,0
0950789S,COLLEGE PRIVE ST JOSEPH,28,44,30,0,0
0761785C,COLLEGE PAUL BERT,32,16,21,63,0
0830955M,COLLEGE GEORGE SAND,6,12,6,0,0
0830051E,COLLEGE FONT DE FILLOL,27,40,49,0,0
0542349K,COLLEGE PAUL VERLAINE,23,19,15,0,0
0090490J,COLLEGE LOUIS PASTEUR,6,11,22,0,12
0860756E,COLLEGE PRIVE ISAAC DE L'ETOILE (ST STANISLA,38,47,33,0,0
0421801E,COLLEGE PRIVE SAINT PAUL,45,42,46,0,0
0752542F,COLLEGE JEAN-FRANCOIS OEBEN,16,17,59,0,12
0881496Y,COLLEGE PRIVE NOTRE DAME-SAINT JOSEPH,20,35,86,0,0
0922610M,COLLEGE GEORGES MANDEL,14,23,53,0,0
0071300A,COLLEGE LA LOMBARDIERE,25,21,19,0,14
0700035H,COLLEGE CHARLES PEGUY,10,10,9,0,10
0421084A,COLLEGE LES ETINES,24,42,31,55,13
0941716E,COLLEGE PRIVE PETIT VAL,32,70,57,0,0
0290247L,COLLEGE PRIVE ST TREMEUR,21,16,15,0,0
0851145H,COLLEGE MARAIS POITEVIN,17,17,21,0,0
0911865H,COLLEGE PAUL ELUARD,26,17,17,0,0
0771656G,COLLEGE L'ARCHE GUEDON,9,25,35,59,12
