code,nom_de_l_etablissement,nb_mentions_ab_g,nb_mentions_b_g,nb_mentions_tb_g,nombre_eleves_segpa,nombre_eleves_ulis
0331752A,COLLEGE MARCELLIN BERTHELOT,27,18,66,0,0
0762861X,COLLEGE JEAN MONNET,18,15,19,0,13
0133621R,COLLEGE FRANCOISE DOLTO,26,23,26,0,11
0921541A,COLLEGE PASTEUR,39,33,36,61,0
0761689Y,COLLEGE ANDRE SIEGFRIED,58,42,48,0,0
0520814C,COLLEGE COLOMBEY LES DEUX EGLISES,7,5,10,0,0
0720019E,COLLEGE LEO DELIBES,8,15,9,0,12
0501302U,COLLEGE PIERRE AGUITON,18,37,30,0,0
0141554N,COLLEGE DUNOIS,22,29,15,0,0
0021823W,COLLEGE HENRI MARTIN,34,18,23,0,28
0061130W,COLLEGE PAUL LANGEVIN,37,36,42,30,23
0622795B,COLLEGE FRANCOIS RABELAIS,29,31,40,54,9
0490876L,COLLEGE PRIVE FREDERIC OZANAM,32,40,24,0,0
0870047D,COLLEGE GISELE HALIMI,15,6,2,0,0
0560172H,COLLEGE PRIVE ST LOUIS,25,29,28,0,0
0090591U,COLLEGE PRIVE NOTRE-DAME,21,29,21,0,0
0382782T,COLLEGE LE CLOS JOUVIN,23,18,30,0,0
0160106D,COLLEGE RENE CASSIN,21,21,27,62,11
0641391P,COLLEGE SIMIN PALAY,48,52,69,0,11
0693286X,COLLEGE JACQUES COEUR,36,42,81,0,11
0350762N,COLLEGE THERESE PIERRE,29,31,32,0,12
0491706N,COLLEGE LE PONT DE MOINE,31,19,13,0,0
0030018D,COLLEGE GEORGE SAND,8,11,25,0,0
0221750H,COLLEGE PRIVE ST CHARLES LA PROVIDENCE,24,36,70,0,0
0740025A,COLLEGE LE PARMELAN,38,46,85,0,14
0010939R,COLLEGE LEON COMAS,35,50,34,0,11
0671822S,COLLEGE LAMARTINE,19,28,13,0,23
0301326D,COLLEGE ANDRE CHAMSON,30,14,23,59,0
0240030C,COLLEGE MICHEL DE MONTAIGNE,30,28,39,94,14
0560122D,COLLEGE PRIVE ST JEAN-BAPTISTE,7,15,29,0,0
0020468Y,COLLEGE PRIVE SAINT JOSEPH,7,8,22,0,7
0593130G,COLLEGE PRIVE SAINT JOSEPH,9,12,23,0,0
0330103H,COLLEGE PIERRE DE BELLEYME,25,37,31,60,16
0441545R,COLLEGE LA NOE LAMBERT,22,20,54,54,9
0311631E,COLLEGE MICHELET,27,31,91,0,0
0950711G,COLLEGE PAUL ELUARD,39,23,27,0,13
0921007V,COLLEGE PRIVE SAINT JUSTIN,22,58,94,0,7
0680022E,COLLEGE ALBERT SCHWEITZER,12,17,25,0,0
0671739B,COLLEGE SUZANNE LALIQUE-HAVILAND,10,13,17,0,0
7200025P,COLLEGE P PAOLI,18,16,35,20,11
0350872H,COLLEGE PRIVE ST LOUIS-MARIE,35,58,54,0,11
0430029Y,COLLEGE MARGUERITE THOMAS,12,15,16,0,0
0141764S,COLLEGE DES DOUITS,35,29,65,62,15
0780258G,COLLEGE COLETTE,34,32,54,50,0
0131888G,COLLEGE ALAIN SAVARY,24,25,30,0,0
0210037B,COLLEGE LAZARE CARNOT,8,7,13,0,0
0760053V,COLLEGE RAOUL DUFY,39,46,58,0,0
0390883Y,COLLEGE MARYSE BASTIE,17,13,27,114,0
0830956N,COLLEGE EMILE THOMAS,42,38,40,55,19
0671915T,COLLEGE INTERNATIONAL DE L'ESPLANADE,33,38,67,0,0
0590142J,COLLEGE MARGUERITE YOURCENAR,15,18,31,0,0
0210029T,COLLEGE PAUL FORT,28,34,60,62,12
0230023A,COLLEGE OCTAVE GACHON,6,10,8,0,0
0261088S,COLLEGE ALAIN BORNE,31,28,32,0,0
0690624D,COLLEGE PRIVE LOUIS QUERBES,17,53,87,0,0
0941296Y,COLLEGE JEAN MACE,19,21,15,62,0
0541288G,COLLEGE VAUBAN,12,25,22,0,9
0762178E,COLLEGE BARBEY D'AUREVILLY,26,26,36,0,0
0572171A,COLLEGE JACQUES MONOD,19,18,20,0,0
0641652Y,COLLEGE PRIVE LARGENTE,28,37,36,0,13
0060841G,COLLEGE JEAN-HENRI FABRE,34,21,23,87,0
0780856G,COLLEGE L AGIOT,22,26,19,0,13
0840060J,COLLEGE PRIVE ST JEAN BAPTISTE DE LA SALLE,44,53,68,0,0
0500042Z,COLLEGE LOUIS BEUVE,14,12,9,0,0
0780578E,COLLEGE PABLO PICASSO,23,40,59,0,12
0030042E,COLLEGE FRANCOIS RABELAIS,17,14,11,0,0
0692578C,COLLEGE GABRIEL ROSSET,26,32,30,0,9
0350867C,COLLEGE PRIVE ST MICHEL,22,44,76,0,0
0030002L,COLLEGE JEAN ROSTAND,16,18,25,0,11
0341826A,COLLEGE FRANCOIS MITTERRAND,20,35,49,0,12
0594300D,COLLEGE BAYARD,15,13,11,46,12
0881371M,COLLEGE RENE CASSIN,19,14,18,0,12
0740024Z,COLLEGE VAL DES USSES,23,36,42,0,0
0680111B,COLLEGE SAINT-EXUPERY,32,17,16,90,10
0131888G,COLLEGE ALAIN SAVARY,16,27,40,0,0
0020471B,COLLEGE PRIVE LA PROVIDENCE,13,23,22,0,0
0700010F,COLLEGE ROME DE L'ISLE,16,14,19,0,8
0271065L,COLLEGE PRIVE NOTRE-DAME SAINT LOUIS,55,45,52,0,0
0952128X,COLLEGE GEORGES CHARPAK,32,22,10,0,12
0600050D,COLLEGE ALBERIC MAGNARD,22,21,21,0,0
0530030V,COLLEGE L ORIETTE,14,10,10,0,12
0800029X,COLLEGE JEAN ROSTAND,24,19,25,47,13
0390784R,COLLEGE GILBERT COUSIN,14,8,9,0,0
0860014Y,COLLEGE ANDRE BROUILLET,11,12,14,0,0
0381664C,COLLEGE PRIVE LA SALLE L'AIGLE GRENOBLE,36,51,146,0,4
0931221X,COLLEGE LOUISE MICHEL,29,24,17,65,0
0190671B,COLLEGE MAURICE ROLLINAT,20,26,31,0,10
0910716J,COLLEGE JEAN MERMOZ,10,8,13,0,0
0631126G,COLLEGE LUCIE AUBRAC,25,15,23,55,16
0350767U,COLLEGE PRIVE ST MAGLOIRE,32,50,48,0,12
0595174D,COLLEGE PAUL DUEZ,21,28,37,0,0
0170009T,COLLEGE JULES FERRY,18,20,25,0,0
0820022D,COLLEGE INGRES,40,49,59,0,27
0080949N,COLLEGE GEORGE SAND,12,14,9,0,21
0340037F,COLLEGE JULES FERRY,10,18,21,0,0
0382266G,COLLEGE ROBERT DESNOS,34,37,49,56,14
0922645A,COLLEGE LES CHAMPS PHILIPPE,24,33,25,0,12
0950748X,COLLEGE WANDA LANDOWSKA,35,37,33,0,0
0301356L,COLLEGE PRIVE EMMANUEL D ALZON,83,95,39,0,9
0021518P,COLLEGE MARIE DE LUXEMBOURG,12,24,20,0,0
0460620Z,COLLEGE PRIVE SAINT-ETIENNE,17,19,18,0,0
0690541N,COLLEGE PRIVE NOTRE DAME DU BON CONSEIL,28,39,45,0,0
0761337R,COLLEGE PRIVE SAINTE MARIE,16,19,25,0,0
0560050A,COLLEGE JULES SIMON,30,41,67,0,0
0772589W,COLLEGE MADELEINE RENAUD,38,42,33,0,9
0881446U,COLLEGE LA HAIE GRISELLE,23,18,43,0,0
0141315D,COLLEGE PIERRE SIMON DE LAPLACE,9,3,6,0,0
0220157B,COLLEGE PRIVE ST PIERRE,8,8,10,0,0
0681265F,COLLEGE CONRAD ALEXANDRE GERARD,18,25,29,0,0
0310023G,COLLEGE BERTRAND LARALDE,12,16,13,0,16
0561403W,COLLEGE PRIVE ST OUEN LASALLE,19,22,9,0,0
0801368C,COLLEGE PRIVE SAINT PIERRE,24,41,41,0,0
0441547T,COLLEGE LE GRAND BEAUREGARD,18,36,31,0,12
0170016A,COLLEGE DIDIER DAURAT,9,9,14,0,0
0601367K,COLLEGE DE LA FONTAINE DES PRES,10,24,37,58,0
9760167C,COLLEGE DE M'TSANGAMOUJI,51,45,19,51,7
0132496T,COLLEGE HONORE DAUMIER,22,27,24,0,0
0331754C,COLLEGE EMMANUEL DUPATY,38,34,40,55,15
0921622N,COLLEGE AUGUSTE RENOIR,28,30,44,0,0
0180002E,COLLEGE GERARD PHILIPE,25,35,32,34,0
0781977A,COLLEGE GEORGES CLEMENCEAU,16,10,7,0,12
0801371F,COLLEGE GASTON VASSEUR,22,33,27,55,13
0021826Z,COLLEGE JEAN ROSTAND,24,29,29,74,25
0870816P,COLLEGE LEONARD LIMOSIN,33,51,36,0,0
0560102G,COLLEGE PRIVE SAINT JOSEPH - LA SALLE,23,46,42,40,0
0572015F,COLLEGE PILATRE DE ROZIER,24,31,42,0,0
0260049M,COLLEGE JEAN ZAY,21,22,35,0,26
0590006L,COLLEGE LES ROCHAMBELLES,24,20,14,0,0
0491706N,COLLEGE LE PONT DE MOINE,15,21,15,0,0
0860761K,COLLEGE PRIVE JEANNE D ARC,7,11,12,0,0
0131336G,COLLEGE PRIVE CHEVREUL CHAMPAVIER,14,28,20,0,0
0030004N,COLLEGE ACHILLE ALLIER,11,16,15,0,12
0040004H,COLLEGE VERDON (DU),7,7,8,0,0
0780256E,COLLEGE LE RACINAY,32,38,53,52,0
0681365P,COLLEGE JACQUES PREVERT,10,33,45,59,24
0020471B,COLLEGE PRIVE LA PROVIDENCE,7,14,17,0,0
0931220W,COLLEGE TRAVAIL LANGEVIN,20,26,10,0,0
0790052C,COLLEGE PIERRE ET MARIE CURIE,21,26,33,79,24
0720043F,COLLEGE JEAN MOULIN,5,7,11,0,0
0070035A,COLLEGE HENRI AGERON,18,14,23,0,0
0110026U,COLLEGE JULES FERRY,27,33,41,59,0
0291824A,COLLEGE LES QUATRE MOULINS,10,21,29,0,27
6200080T,COLLEGE PORTICCIO,27,26,29,0,0
0572477H,COLLEGE LOUIS ARMAND,11,11,14,38,13
0752550P,COLLEGE JEAN DE LA FONTAINE,19,37,124,0,0
0110049U,COLLEGE PRIVE INSTITUTION SEVIGNE,55,56,59,0,12
0940612E,COLLEGE AMEDEE DUNOIS,21,34,34,0,11
0300039E,COLLEGE DE LA GALABERTE,12,23,25,0,13
0594412A,COLLEGE JEAN JAURES,23,22,21,33,0
0930619T,COLLEGE EDOUARD HERRIOT,38,70,63,0,0
0931433C,COLLEGE DESCARTES,31,25,23,56,0
0922450N,COLLEGE PRIVE NOTRE DAME,18,80,114,0,0
0301283G,COLLEGE LOU REDOUNET,39,42,42,64,0
0010802S,COLLEGE AMPERE,37,29,14,107,15
9741387P,COLLEGE AIME CESAIRE,24,52,37,0,12
0020011B,COLLEGE FRANCOIS TRUFFAUT,36,30,55,0,0
0781632A,COLLEGE SAINT-SIMON,24,30,57,0,0
0781863B,COLLEGE JEAN MONNET,31,53,43,0,0
0950748X,COLLEGE WANDA LANDOWSKA,34,36,18,0,0
0061737F,COLLEGE ANDRE MALRAUX,23,32,43,0,24
0600012M,COLLEGE SAINT EXUPERY,24,18,13,0,0
0290053A,COLLEGE LOUIS HEMON,14,16,18,0,13
0430909E,COLLEGE PRIVE SAINT-GABRIEL,13,30,25,0,13
0911255V,COLLEGE ALBERT CAMUS,20,34,30,60,11
0221744B,COLLEGE PRIVE NOTRE DAME DE LA VICTOIRE,17,20,55,0,0
0691799F,COLLEGE LOUIS ARAGON,29,15,8,52,10
0694092Y,COLLEGE LE PETIT PONT,19,12,28,0,0
0560215E,COLLEGE JEAN LURCAT,17,16,17,48,0
0331890A,COLLEGE ANDRE LAHAYE,35,48,47,45,15
0850084E,COLLEGE PRIVE AMIRAL MERVEILLEUX DU VIGNAUX,21,27,32,0,0
0590238N,COLLEGE ROMAIN ROLLAND,16,16,15,0,0
9711086D,COLLEGE BAIE-MAHAULT 2,38,40,45,0,10
0791002K,COLLEGE JEAN ROSTAND,24,9,9,87,14
0671907J,COLLEGE HANS ARP,35,28,41,51,12
0572348T,COLLEGE PAUL VERLAINE,10,26,35,30,13
0595404D,COLLEGE PRIVE SAINT ADRIEN LA SALLE,53,99,144,0,0
0860017B,COLLEGE RENE CASSIN,11,16,9,0,0
0450023F,COLLEGE LE PRE DES ROIS,28,36,49,0,0
0755052J,COLLEGE PRIVE N'R HATORAH,2,24,17,0,0
0920594W,COLLEGE REPUBLIQUE,34,24,18,0,11
0290302W,COLLEGE PRIVE LAMENNAIS-CAP SIZUN,9,14,14,0,0
6200185G,COLLEGE PRIVE ST PAUL,19,32,13,0,0
0622093N,COLLEGE PIERRE MENDES-FRANCE,25,19,44,0,0
0500140F,COLLEGE PRIVE SAINT JOSEPH,23,31,57,0,0
0291085X,COLLEGE DU CHATEAU,14,15,24,56,0
0630079U,COLLEGE DIDEROT,40,30,49,0,0
0131923V,COLLEGE MARSEILLEVEYRE,57,63,61,0,10
0132634T,COLLEGE ANDRE MALRAUX,44,50,23,0,12
0650017R,COLLEGE DE LA BAROUSSE,10,16,20,0,0
0931439J,COLLEGE MARIE CURIE,20,41,55,0,0
0440285W,COLLEGE GASTON SERPETTE,12,26,76,0,0
0850604V,COLLEGE LES GONDOLIERS,23,18,22,54,13
0680129W,COLLEGE CAPITAINE DREYFUS,32,38,46,66,18
0020067M,COLLEGE CONDORCET,14,15,13,68,26
0011275F,COLLEGE THOMAS RIBOUD,10,22,27,0,9
0390906Y,COLLEGE ROUGET DE LISLE,28,32,39,0,13
0931707A,COLLEGE PABLO PICASSO,22,28,15,55,0
0601834T,COLLEGE JACQUES YVES COUSTEAU,25,42,44,64,4
9710826W,COLLEGE SAINT-JOHN PERSE,41,22,38,0,13
0291875F,COLLEGE PRIVE ST FRANCOIS-NOTRE DAME,49,70,97,55,0
0762287Y,COLLEGE GEORGES CUVIER,24,24,13,0,0
0850117R,COLLEGE PRIVE ND DE BOURGENAY,40,50,45,36,11
0771959L,COLLEGE LES CITES UNIES,31,35,30,0,0
0940072T,COLLEGE LES CLOSEAUX,12,12,28,0,0
0382100B,COLLEGE GRESIVAUDAN,32,39,80,0,0
7200012A,COLLEGE SAINT-JOSEPH,10,16,7,0,7
0840011F,COLLEGE SAINT EXUPERY,17,18,23,0,3
0340109J,COLLEGE LES GARRIGUES,27,34,25,0,12
0801219R,COLLEGE PRIVE SAINTE FAMILLE,34,48,69,0,0
0491859E,COLLEGE TREMOLIERES,27,15,17,58,23
0780002D,COLLEGE ST EXUPERY,22,51,55,0,0
0131701D,COLLEGE GABRIEL PERI,12,13,12,0,11
9720448E,COLLEGE GEORGES ELISABETH,20,20,17,52,19
0442595G,COLLEGE LUCIE AUBRAC,20,47,39,0,12
0830953K,COLLEGE NICOLASCLAUDE FABRI DE PEIRES,33,22,20,0,0
0491703K,COLLEGE JEAN VILAR,10,5,10,58,7
0941234F,COLLEGE JULES FERRY,26,21,34,0,0
0692940W,COLLEGE PRIVE PIERRE TERMIER-SITE MONPLAISIR,24,87,79,0,0
0761741E,COLLEGE ANDRE GIDE,31,28,30,40,12
0594534H,COLLEGE PAUL LANGEVIN,12,17,7,0,0
0350762N,COLLEGE THERESE PIERRE,22,29,33,0,12
0440065G,COLLEGE PETITE LANDE,25,38,58,0,0
0390075V,COLLEGE PRIVE JEANNE D'ARC,17,28,14,0,0
0921241Z,COLLEGE PAUL BERT,24,19,60,0,10
0491262F,COLLEGE CALYPSO,26,12,19,50,8
0801487G,COLLEGE ALFRED MANESSIER,12,14,7,0,0
0620014D,COLLEGE DENIS DIDEROT,26,25,38,46,7
0692925E,COLLEGE PRIVE CHAMPAGNAT,40,22,39,0,13
0921622N,COLLEGE AUGUSTE RENOIR,29,27,37,0,0
0595171A,COLLEGE ALBERT CHATELET,25,38,62,0,13
0752549N,COLLEGE JEAN-BAPTISTE SAY,25,19,105,0,10
0791134D,COLLEGE PRIVE ANTOINE DE SAINT EXUPERY,35,39,50,52,0
0772119K,COLLEGE VAN GOGH,19,17,28,0,0
0861071X,COLLEGE HENRI IV,23,20,41,0,12
9740576H,COLLEGE LES TAMARINS,16,12,12,0,12
0280024Z,COLLEGE MARCEL PAGNOL,27,19,17,0,12
0622135J,COLLEGE PRIVE SAINT JOSEPH,18,14,17,0,0
0351785A,COLLEGE PRIVE STE MARIE,46,75,77,0,0
0760137L,COLLEGE PAUL-HENRI CAHINGT,16,12,14,0,0
0622143T,COLLEGE PRIVE SAINT MARTIN,8,27,26,0,0
0381703V,COLLEGE PRIVE JEANNE D'ARC,21,40,33,0,0
0592959W,COLLEGE PRIVE SAINT JOSEPH,20,23,38,0,0
0421084A,COLLEGE LES ETINES,20,15,17,55,13
0692419E,COLLEGE EMILE MALFROY,29,36,17,58,13
0762764S,COLLEGE ANDRE MARIE,22,25,30,64,13
0331753B,COLLEGE BLANQUI,6,12,6,0,0
9710707S,COLLEGE LES ROCHES GRAVEES,16,16,18,22,4
0941020Y,COLLEGE HENRI BARBUSSE,21,18,23,0,0
0030047K,COLLEGE ALAIN FOURNIER,12,6,10,0,0
0640146L,COLLEGE PRIVE IMMACULEE CONCEPTION,5,16,8,0,0
0442277L,COLLEGE DE GOULAINE,21,42,53,0,0
0382100B,COLLEGE GRESIVAUDAN,25,40,78,0,0
0312699R,COLLEGE CONDORCET,26,30,36,0,14
0490878N,COLLEGE PRIVE ST JOSEPH,44,53,37,0,0
0680006M,COLLEGE RENE CASSIN,45,31,37,0,8
0441936R,COLLEGE PRIVE LA PERVERIE SACRE COEUR,24,48,68,0,11
9720351Z,COLLEGE DE BEAUSEJOUR,11,8,14,56,0
0500010P,COLLEGE MARCEL GRILLARD,16,25,34,68,11
0830181W,COLLEGE LA MARQUISANNE,23,23,12,47,23
0341421K,COLLEGE JOFFRE,44,43,97,0,0
0501458N,"COLLEGE G, DESDEVISES DU DEZERT",10,27,10,0,13
0622096S,COLLEGE JEAN ROSTAND,49,55,56,35,0
0593488W,COLLEGE LAMARTINE,20,24,25,63,15
0951142A,COLLEGE ROBERT DOISNEAU,32,19,38,32,12
0330125G,COLLEGE GEORGES MANDEL,14,11,11,0,0
0540110B,COLLEGE GEORGES DE LA TOUR,18,21,20,59,0
0771178M,COLLEGE LA MARE AUX CHAMPS,26,32,65,0,12
0470024W,COLLEGE DIDIER LAMOULIE,23,33,14,0,15
0921393P,COLLEGE DANTON,24,31,62,0,11
0341321B,COLLEGE KATIA ET MAURICE KRAFFT,37,34,30,62,27
0790065S,COLLEGE PRIVE SAINTE ANNE,30,31,23,0,0
0762133F,COLLEGE PABLO PICASSO,29,18,25,0,0
0510016R,COLLEGE JEAN MONNET,19,15,38,0,11
0090478W,COLLEGE LAKANAL,42,62,47,0,11
0911749G,COLLEGE PRIVE COURS SECONDAIRE,3,21,63,0,0
0660022R,COLLEGE GUSTAVE VIOLET,21,31,31,59,11
0190740B,COLLEGE D ARSONVAL,17,37,29,0,13
0541330C,COLLEGE AMIRAL DE RIGNY,22,24,32,0,10
0500048F,COLLEGE LES COURTILS,16,20,27,0,0
0710022N,COLLEGE LES BRUYERES,14,9,12,0,0
0900017E,COLLEGE CHATEAUDUN,11,9,13,0,12
0490029R,COLLEGE CAMILLE CLAUDEL,14,20,17,0,0
0170016A,COLLEGE DIDIER DAURAT,8,12,17,0,0
0660846L,COLLEGE PRIVE SAINT PIERRE DE LA MER,5,30,56,0,0
0221749G,COLLEGE PRIVE NOTRE DAME DE CAMPOSTAL,9,11,14,0,7
0220142K,COLLEGE PRIVE SACRE COEUR,28,73,72,0,0
0320651J,COLLEGE PRIVE SAINT-JOSEPH,22,28,15,0,0
0752557X,COLLEGE MAURICE RAVEL,16,11,32,0,0
0860791T,COLLEGE FRANCOIS RABELAIS,33,38,53,0,8
0931200Z,COLLEGE PIERRE SEMARD,32,27,27,59,0
0780760C,COLLEGE LA FOSSE AUX DAMES,13,15,26,0,12
0870049F,COLLEGE FABRE D'EGLANTINE,9,6,1,0,0
0671825V,COLLEGE FRANCOIS TRUFFAUT,31,26,15,0,0
0772413E,COLLEGE ANNE FRANK,38,33,38,0,0
0121256A,COLLEGE PRIVE JEANNE D'ARC,13,9,11,0,2
0761950G,COLLEGE LEONARD DE VINCI,16,27,69,46,11
0790016N,COLLEGE HENRI MARTINEAU,21,31,26,0,0
0550011N,COLLEGE LOUISE MICHEL,6,12,15,56,0
0781205L,COLLEGE CLAUDE DEBUSSY,23,46,93,0,0
0133866G,COLLEGE PRIVE GSBE,5,11,12,0,0
7200727C,COLLEGE CAMPO VALLONE,21,28,36,40,1
0280702L,COLLEGE MARCEL PROUST,28,43,18,0,0
0590109Y,COLLEGE EUGENE THOMAS,15,17,4,0,13
0332341R,COLLEGE JACQUES PREVERT,39,24,19,0,13
0450017Z,COLLEGE PIERRE DEZARNAULDS,19,12,12,0,0
9741630D,COLLEGE ANNEXE SAINT CHARLES,9,23,25,0,0
0081099B,COLLEGE JEANNE MELIN,15,23,25,36,0
0881120P,COLLEGE LOUIS PASTEUR,22,22,32,49,13
0170970M,COLLEGE JEAN GUITON,44,52,97,0,0
0811065T,COLLEGE PRIVE SAINT-JOSEPH DE L'APPARITION,14,25,17,0,0
0594879H,COLLEGE JOLIOT-CURIE,9,7,15,0,0
0311720B,COLLEGE JACQUES MAURE,38,33,22,0,15
9741208V,COLLEGE ELIE WIESEL DU CHAUDRON,21,17,14,0,12
0881397R,COLLEGE HUBERT CURIEN,13,20,17,0,0
0573361U,COLLEGE JEAN-JACQUES KIEFFER,30,29,26,27,12
0442277L,COLLEGE DE GOULAINE,34,42,59,0,0
0290163V,COLLEGE PRIVE ST JOSEPH,16,17,22,0,0
0110037F,COLLEGE ALAIN,19,16,23,0,0
0010025X,COLLEGE PAUL SIXDENIER,9,13,26,0,0
0251315U,COLLEGE LOUIS PERGAUD,10,6,9,0,0
0341278E,COLLEGE ARTHUR RIMBAUD,39,29,28,63,12
0831306U,COLLEGE PRIVE SAINTE MARTHE,16,35,27,0,0
0260099S,COLLEGE PRIVE SAINT-PIERRE ET SAINT-PAUL LE PENDILLON,22,14,27,0,0
0220045E,COLLEGE FRANCOIS-MARIE LUZEL,17,16,14,0,0
0930884F,COLLEGE AIME ET EUGENIE COTTON,45,27,24,0,0
0721043T,COLLEGE ALFRED DE MUSSET,28,19,42,0,0
0830039S,COLLEGE BERTY ALBRECHT,29,23,25,0,0
0671691Z,COLLEGE STOCKFELD,16,15,10,79,13
0133374X,COLLEGE PRIVE AMI,7,28,32,0,0
0622261W,COLLEGE PIERRE CUALLACCI,20,15,20,21,0
0791017B,COLLEGE PRIVE SAINT CHARLES,18,39,17,0,0
0501239A,COLLEGE LA VANLEE,15,12,18,0,14
9710661S,COLLEGE NESTOR DE KERMADEC,20,10,3,0,0
9730179G,COLLEGE AUGUSTE DEDE,44,41,53,80,21
0311171E,COLLEGE PRIVE SAINT-NICOLAS,18,36,44,0,0
0061119J,COLLEGE PRIVE NOTRE-DAME DE LA TRAMONTANE,32,37,66,0,0
0460027E,COLLEGE SALVIAC,9,8,8,0,0
0011325K,COLLEGE THEODORE ROSSET,27,46,48,0,16
0752911G,"COLLEGE PRIVE E, NAPOLEON ST PIERRE FOURIER",9,34,66,0,19
0910017Z,COLLEGE ANDRE MAUROIS,30,36,78,0,0
0601938F,COLLEGE LEONARD DE VINCI,31,33,27,0,0
0931143M,COLLEGE JEAN JAURES,34,32,42,53,0
0280755U,COLLEGE HELENE BOUCHER,46,44,57,0,13
0783636D,COLLEGE CAMILLE DU GAST,23,28,27,0,0
0300099V,COLLEGE PRIVE SAINT JOSEPH,6,11,9,39,0
0030070K,COLLEGE PRIVE SAINT DOMINIQUE,13,26,27,0,0
0131336G,COLLEGE PRIVE CHEVREUL CHAMPAVIER,3,30,56,0,0
0870023C,COLLEGE LEON BLUM,15,23,26,0,10
0592930P,COLLEGE PRIVE IMMACULEE CONCEPTION,28,53,35,0,0
0730903K,COLLEGE MAURIENNE,31,46,28,56,15
0490856P,COLLEGE PRIVE ST BENOIT,24,54,31,0,0
0470067T,COLLEGE PRIVE ST PIERRE,17,14,12,34,0
0620073T,COLLEGE JEAN MONNET,16,11,28,0,15
0870658T,COLLEGE JEAN REBIER,25,35,56,0,0
0950900M,COLLEGE ANATOLE FRANCE,15,15,11,0,12
0570317K,COLLEGE LOUIS PASTEUR,23,26,15,55,14
0180037T,COLLEGE EDOUARD VAILLANT,28,12,15,0,0
0622864B,COLLEGE FRANCOIS MITTERRAND,24,22,26,0,0
0772548B,COLLEGE LES BLES D'OR,22,33,39,0,0
0470031D,COLLEGE DAMIRA ASPERTI,31,26,33,0,0
0941782B,COLLEGE GEORGES BRASSENS,19,30,53,0,3
0640212H,COLLEGE MARRACQ,33,51,76,56,14
0931148T,COLLEGE GEORGES POLITZER,33,28,26,55,14
0021688Z,COLLEGE MAX DUSSUCHAL,21,29,26,30,13
0260092J,COLLEGE PRIVE FRANCOIS GONDIN,12,15,19,0,0
0271442W,COLLEGE MARC CHAGALL,31,41,21,0,0
0770005M,COLLEGE JEAN JAURES,12,13,31,0,13
0530051T,COLLEGE PRIVE STE THERESE,60,62,71,0,5
0541333F,COLLEGE JOLIOT CURIE,15,17,13,0,0
0170390G,COLLEGE SAMUEL DUMENIEU,15,19,22,80,22
0371248F,COLLEGE ANDRE MALRAUX,23,18,21,0,10
0141216W,COLLEGE PRIVE MAITRISE NOTRE-DAME,22,39,71,38,0
0460565P,COLLEGE LA GARENNE,12,21,24,0,0
0490849G,COLLEGE PRIVE NOTRE DAME,39,31,9,0,0
0690510E,COLLEGE PRIVE DU SACRE COEUR,25,45,69,0,11
0801210F,COLLEGE PRIVE SAINT MARTIN,15,19,53,0,16
0342297M,COLLEGE PRIVE SAINT JOSEPH PIERRE ROUGE,9,23,29,0,0
0340117T,COLLEGE PAUL DARDE,33,26,28,48,12
0320017V,COLLEGE MARECHAL LANNES,17,25,21,39,17
9720774J,COLLEGE PRIVE ST JOSEPH DE CLUNY,19,62,79,0,0
0752524L,COLLEGE VICTOR HUGO,18,20,64,0,0
0672013Z,COLLEGE PAUL-EMILE VICTOR,27,19,30,48,12
0741757H,COLLEGE DU CHERAN,24,19,46,0,11
0610709P,COLLEGE PRIVE NOTRE-DAME,22,17,12,0,0
0492081W,COLLEGE JEAN MONNET,25,24,61,0,11
0352030S,COLLEGE MORVAN LEBESQUE,11,20,27,0,12
0491927D,COLLEGE PRIVE ND D'ORVEAU,9,13,14,0,0
0340053Y,COLLEGE CROIX D ARGENT,26,39,24,61,9
0800034C,COLLEGE LOUIS JOUVET,31,33,28,41,13
0383455Z,COLLEGE STEPHEN HAWKING,28,36,33,0,14
0801208D,COLLEGE PRIVE SAINTE CLOTILDE,9,17,5,0,0
0572352X,COLLEGE TAISON,12,14,51,0,0
0572812X,COLLEGE HELENE BOUCHER,22,19,17,0,12
0622866D,COLLEGE JACQUES PREVERT,10,13,7,0,0
0430010C,COLLEGE DES HAUTS DE L'ARZON,16,10,3,0,0
9730173A,COLLEGE CHLORE CONSTANT,17,8,6,47,24
0312699R,COLLEGE CONDORCET,20,45,36,0,14
0921781L,COLLEGE THEOPHILE GAUTIER,22,33,44,0,9
0131881Z,COLLEGE SIMONE VEIL,57,58,50,0,8
0342132H,COLLEGE LUCIE AUBRAC,24,16,15,60,10
0811067V,COLLEGE PRIVE ENSEMBLE SCOLAIRE JEANNE D'ARC,17,28,13,0,0
0880154P,COLLEGE CHARLET,17,18,18,65,12
0580030T,COLLEGE LES DEUX RIVIERES,11,5,13,0,0
0451333E,COLLEGE PRIVE SAINT PAUL-BOURDON BLANC,25,30,44,0,0
0220167M,COLLEGE PRIVE NOTRE DAME DE LA CLARTE,4,15,11,0,0
0620055Y,COLLEGE PAUL LANGEVIN,22,11,2,37,0
0711069B,COLLEGE LA CROIX MENEE,28,35,13,62,0
0870117E,COLLEGE ALBERT CALMETTE,26,23,42,61,12
0595597N,COLLEGE VOLTAIRE,14,32,60,0,0
0351790F,COLLEGE MARTIN LUTHER KING,30,36,66,0,0
